op_type,key,latency_ms,status_code,version,stale
read,key5,220.74950003298,200,49,False
read,key7,215.07779997773468,200,27,False
write,key11,14.351200021337718,201,33,False
read,key18,231.3162999926135,200,27,False
read,key19,227.96049999305978,200,35,False
read,key6,231.99950001435354,200,36,False
read,key15,220.27029999298975,200,38,False
read,key18,216.97129996027797,200,27,False
read,key15,216.06110001448542,200,38,False
read,key10,214.81169998878613,200,42,False
read,key10,219.18820001883432,200,42,False
read,key16,222.92289999313653,200,36,False
read,key8,219.1713000065647,200,30,False
read,key3,221.69819998089224,200,41,False
write,key0,13.595000025816262,201,36,False
read,key3,223.38340000715107,200,41,False
read,key1,222.5089999847114,200,40,False
read,key1,220.72969999862835,200,40,False
read,key17,224.4658999843523,200,49,False
read,key9,218.4622999629937,200,46,False
write,key6,14.074300008360296,201,37,False
read,key14,220.33510002074763,200,44,False
write,key3,10.847700003068894,201,42,False
read,key4,222.98409999348223,200,35,False
read,key14,225.3766999929212,200,44,False
read,key13,219.81999999843538,200,42,False
read,key18,221.97850001975894,200,27,False
read,key1,218.34169997600839,200,40,False
read,key19,222.93609997723252,200,35,False
read,key15,223.3538999571465,200,38,False
read,key7,223.30920002423227,200,27,False
read,key3,232.8997000004165,200,42,False
read,key3,221.8601999920793,200,42,False
read,key3,224.61089998250827,200,42,False
read,key13,219.6865000296384,200,42,False
read,key9,220.60900001088157,200,46,False
read,key10,216.74699999857694,200,42,False
read,key4,220.29279998969287,200,35,False
read,key18,222.81240002484992,200,27,False
read,key1,218.0138000403531,200,40,False
read,key7,225.1284000230953,200,27,False
read,key18,219.4265999714844,200,27,False
read,key2,218.30760000739247,200,44,False
read,key19,214.86210002331063,200,35,False
read,key19,214.63289996609092,200,35,False
read,key14,224.49339996092021,200,44,False
read,key14,217.94070000760257,200,44,False
read,key14,214.81739997398108,200,44,False
write,key0,14.83529998222366,201,37,False
write,key9,6.569599965587258,201,47,False
write,key15,13.888100045733154,201,39,False
read,key13,222.20879996893927,200,42,False
read,key18,218.56130001833662,200,27,False
write,key16,7.397900044452399,201,37,False
read,key6,220.13070003595203,200,37,False
read,key17,220.4943000106141,200,49,False
read,key0,219.4391999510117,200,37,False
read,key15,214.1535000409931,200,39,False
read,key3,218.81529997335747,200,42,False
read,key12,217.9638000088744,200,43,False
write,key9,13.48849997157231,201,48,False
read,key9,220.6572000286542,200,48,False
read,key0,210.6499999645166,200,37,False
write,key17,13.409000006504357,201,50,False
read,key18,219.96020001824945,200,27,False
write,key18,6.264500028919429,201,28,False
read,key16,213.64019997417927,200,37,False
write,key19,14.651900040917099,201,36,False
read,key9,222.0143000013195,200,48,False
read,key14,211.70230000279844,200,44,False
read,key13,210.9813999850303,200,42,False
read,key12,218.7891000066884,200,43,False
write,key13,15.432499989401549,201,43,False
read,key6,211.6768000414595,200,37,False
read,key3,218.432399968151,200,42,False
read,key9,217.33240003231913,200,48,False
read,key16,218.49970001494512,200,37,False
read,key12,219.52759998384863,200,43,False
read,key7,210.77840001089498,200,27,False
read,key0,217.9854999994859,200,37,False
read,key14,220.33649997320026,200,44,False
write,key19,13.563600019551814,201,37,False
read,key13,220.12319997884333,200,43,False
