Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/events,4685,0,430.0,1048.5597112912594,9.632400004193187,24438.55329998769,70.0,79.96285062686393,0.0,430,760,1100,1400,2400,4100,7700,10000,20000,24000,24000
,Aggregated,4685,0,430.0,1048.5597112912594,9.632400004193187,24438.55329998769,70.0,79.96285062686393,0.0,430,760,1100,1400,2400,4100,7700,10000,20000,24000,24000
