Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/events,9922,0,1400.0,1368.6706645032093,32.25330001441762,3827.776999969501,70.0,166.4053445373939,0.0,1400,1600,1700,1800,2100,2400,2700,2800,3400,3800,3800
,Aggregated,9922,0,1400.0,1368.6706645032093,32.25330001441762,3827.776999969501,70.0,166.4053445373939,0.0,1400,1600,1700,1800,2100,2400,2700,2800,3400,3800,3800
