Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/events,4952,0,69,108.90213721719891,7.577199983643368,2179.636799992295,70.0,83.41279258079797,0.0,69,92,120,140,230,330,470,630,1600,2200,2200
,Aggregated,4952,0,69,108.90213721719891,7.577199983643368,2179.636799992295,70.0,83.41279258079797,0.0,69,92,120,140,230,330,470,630,1600,2200,2200
