op_type,key,latency_ms,status_code,version,stale
write,key7,1244.5209000143223,201,10,False
write,key10,1251.228999986779,201,11,False
write,key19,1255.129199998919,201,12,False
write,key14,1226.7997000017203,201,18,False
write,key5,1238.6026000021957,201,19,False
write,key0,1251.7442000098526,201,19,False
write,key19,1240.6858999747783,201,13,False
write,key8,1224.9116000020877,201,12,False
write,key8,1272.0040999702178,201,13,False
write,key11,1219.6481000282802,201,19,False
write,key10,1218.316100013908,201,12,False
write,key15,1217.1030000317842,201,19,False
write,key11,1215.3668999671936,201,20,False
write,key3,1220.3442999743856,201,17,False
write,key16,1223.10970001854,201,18,False
write,key10,1223.7630999879912,201,13,False
write,key6,1224.2907999898307,201,16,False
write,key5,1224.6531000128016,201,20,False
write,key7,1225.6129999877885,201,11,False
write,key13,1224.0579000208527,201,16,False
write,key5,1228.5244999802671,201,21,False
write,key15,1218.185400008224,201,20,False
write,key11,1220.0325999874622,201,21,False
write,key6,1231.5603999886662,201,17,False
write,key15,1216.1578999948688,201,21,False
write,key12,1220.652699994389,201,14,False
write,key2,1224.643699999433,201,14,False
write,key4,1227.7542000520043,201,21,False
write,key16,1224.806800018996,201,19,False
write,key19,1225.963699980639,201,14,False
write,key12,1224.9150999705307,201,15,False
write,key0,1225.09279998485,201,20,False
write,key10,1225.8244000258856,201,14,False
write,key18,1226.8306000041775,201,18,False
write,key17,1221.910000022035,201,10,False
write,key16,1226.2674000230618,201,20,False
write,key19,1216.6590000269935,201,15,False
write,key4,1210.712100029923,201,22,False
write,key12,1220.820199989248,201,16,False
write,key11,1221.7176999547519,201,22,False
write,key10,1221.5336000081152,201,15,False
read,key16,16.5864999871701,200,20,False
read,key9,13.772499980404973,200,20,False
write,key4,1221.0709999781102,201,23,False
write,key19,1213.3973000454716,201,16,False
write,key6,1214.9364000069909,201,18,False
write,key11,1225.4762999946252,201,23,False
read,key9,5.035299982409924,200,20,False
write,key18,1222.0677000004798,201,19,False
write,key0,1221.2628000415862,201,21,False
write,key5,1224.399099999573,201,22,False
write,key19,1222.8033999563195,201,17,False
write,key19,1222.5508999545127,201,18,False
write,key0,1225.7168000214733,201,22,False
write,key2,1225.1190000097267,201,15,False
write,key6,1222.9550000047311,201,19,False
read,key7,7.894200040027499,200,11,False
write,key9,1222.6554999942891,201,21,False
read,key4,13.651999994181097,200,23,False
write,key3,1223.4008999657817,201,18,False
write,key6,1225.7697000168264,201,20,False
write,key18,1213.7561999843456,201,20,False
write,key18,1213.7906000134535,201,21,False
write,key8,1215.0065999594517,201,14,False
write,key11,1223.8440999644808,201,24,False
write,key8,1224.2121000308543,201,15,False
write,key3,1220.624500012491,201,19,False
write,key13,1216.4244999876246,201,17,False
write,key17,1220.0438000145368,201,11,False
write,key0,1213.2611999986693,201,23,False
write,key7,1220.6696000066586,201,12,False
read,key12,14.626099960878491,200,16,False
write,key19,1218.3938000234775,201,19,False
write,key8,1216.9479999574833,201,16,False
write,key2,1215.1906000217423,201,16,False
write,key2,1213.3837000001222,201,17,False
write,key7,1221.4529000339098,201,13,False
read,key7,5.6665000156499445,200,13,False
write,key16,1222.5739000132307,201,21,False
write,key17,1221.748900017701,201,12,False
write,key11,1221.0798999876715,201,25,False
write,key6,1217.2858999692835,201,21,False
write,key2,1216.6346000158228,201,18,False
write,key19,1217.4967000028118,201,20,False
write,key9,1224.245699995663,201,22,False
write,key19,1215.0072999647819,201,21,False
write,key1,1222.266299999319,201,17,False
write,key4,1225.173700018786,201,24,False
read,key7,27.12810004595667,200,13,False
write,key14,1224.9781000427902,201,19,False
read,key16,15.742600022349507,200,21,False
write,key0,1224.4961999822408,201,24,False
write,key18,1229.8242999822833,201,22,False
read,key5,15.880599967204034,200,22,False
write,key15,1227.231600030791,201,22,False
write,key11,1222.6812000153586,201,26,False
write,key10,1214.398899988737,201,16,False
write,key3,1222.4205000093207,201,20,False
write,key10,1229.0041000233032,201,17,False
write,key6,1224.3965999805368,201,22,False
write,key7,1226.5725000179373,201,14,False
write,key9,1230.1147000398487,201,23,False
write,key10,1228.858099959325,201,18,False
write,key10,1234.3993000104092,201,19,False
write,key3,1219.6654999861494,201,21,False
write,key13,1219.2469000001438,201,18,False
write,key19,1216.6052999673411,201,22,False
write,key1,1220.3187000122853,201,18,False
write,key8,1217.4374000169337,201,17,False
write,key15,1225.780799984932,201,23,False
write,key15,1218.1647999677807,201,24,False
write,key19,1218.3342999778688,201,23,False
write,key10,1230.5078000063077,201,20,False
write,key16,1220.376099983696,201,22,False
write,key8,1231.7450999980792,201,18,False
write,key8,1220.8088000188582,201,19,False
write,key10,1227.38890000619,201,21,False
write,key15,1225.4881999688223,201,25,False
read,key11,8.472900022752583,200,26,False
write,key15,1221.6489000129513,201,26,False
write,key6,1221.2759000249207,201,23,False
write,key16,1214.0141999698244,201,23,False
write,key7,1217.4033999908715,201,15,False
write,key13,1218.3707000222057,201,19,False
write,key16,1222.164699982386,201,24,False
read,key8,21.041099971625954,200,19,False
write,key19,1217.1685000066645,201,24,False
write,key15,1217.7322000497952,201,27,False
write,key6,1226.044200011529,201,24,False
write,key13,1214.350199967157,201,20,False
write,key14,1222.2030999837443,201,20,False
write,key5,1221.4109000051394,201,23,False
write,key4,1218.9952000044286,201,25,False
write,key1,1217.8433999652043,201,19,False
write,key5,1222.1133999992162,201,24,False
write,key18,1226.0933000361547,201,23,False
write,key3,1226.5724999597296,201,22,False
write,key7,1224.5484999730252,201,16,False
write,key12,1225.8077000151388,201,17,False
write,key7,1220.1991999754682,201,17,False
write,key2,1227.8485999559052,201,19,False
write,key16,1219.4959999760613,201,25,False
write,key13,1216.8032000190578,201,21,False
write,key10,1219.900099968072,201,22,False
write,key1,1229.4248000252992,201,20,False
read,key13,12.34170002862811,200,21,False
write,key0,1222.8472999995574,201,25,False
write,key12,1221.0851999698207,201,18,False
write,key9,1213.2648000260815,201,24,False
write,key15,1224.7078000218607,201,28,False
write,key5,1225.6015000166371,201,25,False
write,key18,1225.1738999621011,201,24,False
write,key19,1218.3934000204317,201,25,False
write,key10,1223.7392999813892,201,23,False
read,key8,8.970200025942177,200,19,False
write,key8,1223.9848999888636,201,20,False
write,key10,1222.8945000097156,201,24,False
write,key5,1226.4235999900848,201,26,False
write,key9,1218.7435999512672,201,25,False
write,key8,1221.482599969022,201,21,False
write,key1,1227.6120000169612,201,21,False
write,key14,1227.0418000407517,201,21,False
write,key11,1226.9723000354134,201,27,False
write,key10,1228.256499976851,201,25,False
write,key2,1225.3689999924973,201,20,False
write,key13,1226.3905000290833,201,22,False
write,key6,1219.5584999863058,201,25,False
write,key16,1224.1469000000507,201,26,False
write,key2,1225.6185000296682,201,21,False
write,key15,1223.6134999548085,201,29,False
write,key2,1228.588199999649,201,22,False
write,key8,1218.7694999738596,201,22,False
write,key14,1216.1551999743097,201,22,False
write,key1,1214.771099970676,201,22,False
write,key0,1213.8630999834277,201,26,False
write,key2,1222.268100013025,201,23,False
read,key13,7.2793999570421875,200,22,False
write,key10,1224.1752999834716,201,26,False
write,key6,1217.7166999899782,201,26,False
write,key7,1219.699999957811,201,18,False
write,key7,1220.6895999843255,201,19,False
