op_type,key,latency_ms,status_code,version,stale
read,key19,27.184000005945563,404,,False
read,key16,15.774099971167743,404,,False
read,key14,17.122599994763732,200,1,False
read,key15,14.404599962290376,404,,False
read,key15,14.269800041802227,404,,False
read,key10,13.941399985924363,404,,False
read,key11,14.488200016785413,404,,False
read,key2,14.585800003260374,404,,False
read,key12,16.191400005482137,404,,False
read,key19,9.716100001242012,404,,False
read,key5,10.76829998055473,404,,False
read,key19,19.556500017642975,404,,False
read,key13,13.873299991246313,404,,False
read,key4,18.83409998845309,200,1,False
read,key4,19.77070001885295,200,1,False
read,key4,20.040799980051816,200,1,False
read,key7,15.327499946579337,404,,False
read,key3,17.1627999516204,404,,False
read,key0,11.381999996956438,404,,False
read,key7,13.765000039711595,404,,False
read,key0,20.09669999824837,404,,False
read,key12,11.059199983719736,404,,False
read,key8,9.433100000023842,404,,False
read,key2,10.084499954245985,404,,False
read,key2,8.95029999082908,404,,False
read,key1,10.496199945919216,404,,False
read,key18,13.439500005915761,404,,False
read,key0,16.206500004045665,404,,False
write,key0,1243.4181999997236,201,1,False
read,key7,14.496399962808937,404,,False
read,key0,14.24549997318536,200,1,False
read,key2,14.661600056570023,404,,False
read,key11,14.198599965311587,404,,False
read,key6,21.76789997611195,200,1,False
read,key13,14.214299968443811,404,,False
read,key15,6.396700046025217,404,,False
read,key18,6.621800013817847,404,,False
read,key19,6.862199981696904,404,,False
read,key10,7.106100034434348,404,,False
write,key14,1223.4341999865137,201,2,False
read,key2,14.689599978737533,404,,False
read,key5,14.5448999828659,404,,False
read,key8,14.937300002202392,404,,False
read,key17,16.157499980181456,200,1,False
read,key7,16.320800001267344,404,,False
read,key3,10.653399978764355,404,,False
read,key5,18.384099996183068,404,,False
read,key11,17.870699986815453,404,,False
read,key7,14.99680004781112,404,,False
read,key11,7.320400036405772,404,,False
read,key18,14.957199979107827,404,,False
write,key13,1222.9350000270642,201,1,False
read,key11,14.660099986940622,404,,False
read,key9,13.892200018744916,200,1,False
read,key17,5.385999975260347,200,1,False
read,key3,14.809800020884722,404,,False
read,key1,15.079099975991994,404,,False
read,key16,6.692800030577928,404,,False
read,key4,15.226599993184209,200,1,False
read,key5,14.982799999415874,404,,False
read,key2,15.55830001598224,404,,False
read,key13,15.861899999435991,200,1,False
read,key13,15.418599999975413,200,1,False
read,key17,9.282800019718707,200,1,False
read,key14,7.942500000353903,200,2,False
write,key10,1225.743799994234,201,1,False
read,key15,19.633799965959042,404,,False
read,key16,14.809699961915612,404,,False
read,key7,16.648200049530715,404,,False
read,key6,16.545799968298525,200,1,False
write,key4,1222.823399992194,201,2,False
read,key2,15.001600026153028,404,,False
write,key1,1226.110299990978,201,1,False
read,key10,16.903199953958392,200,1,False
read,key16,16.969399992376566,404,,False
read,key15,7.804799999576062,404,,False
read,key16,15.257999999448657,404,,False
read,key9,5.659999966155738,200,1,False
read,key19,6.313299993053079,404,,False
write,key2,1219.4124999805354,201,1,False
read,key2,16.185700020287186,200,1,False
read,key19,15.810500015504658,404,,False
read,key6,8.611399971414357,200,1,False
read,key3,9.90459998138249,404,,False
read,key6,9.556500008329749,200,1,False
read,key15,11.366499995347112,404,,False
read,key3,16.647800046484917,404,,False
read,key13,14.85310000134632,200,1,False
read,key14,15.765899966936558,200,2,False
read,key16,14.327500015497208,404,,False
read,key11,5.30710001476109,404,,False
read,key17,15.594600001350045,200,1,False
write,key11,1225.2545999945141,201,1,False
read,key8,14.239100040867925,404,,False
read,key10,8.007100026588887,200,1,False
read,key5,13.765399984549731,404,,False
read,key18,6.852699967566878,404,,False
read,key4,14.450500020757318,200,2,False
read,key14,13.967500010039657,200,2,False
read,key7,14.780800032895058,404,,False
read,key7,13.978300034068525,404,,False
read,key15,14.144400018267334,404,,False
read,key8,15.23250003810972,404,,False
read,key12,15.203500050120056,404,,False
read,key0,13.875499949790537,200,1,False
read,key17,6.418300035875291,200,1,False
read,key1,6.016300001647323,200,1,False
read,key16,14.109100040514022,404,,False
read,key3,13.72859999537468,404,,False
read,key4,13.8130999985151,200,2,False
read,key17,13.929800014011562,200,1,False
read,key10,13.982900010887533,200,1,False
read,key17,6.66269997600466,200,1,False
read,key11,14.386099996045232,200,1,False
read,key3,5.8323999983258545,404,,False
read,key7,14.514299982693046,404,,False
read,key2,13.48560000769794,200,1,False
read,key11,14.735599979758263,200,1,False
read,key19,13.936500006821007,404,,False
read,key17,6.869699980597943,200,1,False
read,key7,17.252299992833287,404,,False
read,key17,15.071599977090955,200,1,False
read,key18,13.521599990781397,404,,False
read,key4,6.388000037986785,200,2,False
read,key16,13.45149998087436,404,,False
write,key1,1216.4133999613114,201,2,False
write,key0,1225.9668000042439,201,2,False
read,key7,6.086600013077259,404,,False
read,key2,14.941499975975603,200,1,False
read,key15,6.383500003721565,404,,False
read,key14,16.84269995894283,200,2,False
read,key0,15.508099982980639,200,2,False
read,key11,16.399000014644116,200,1,False
read,key12,17.231500009074807,404,,False
read,key2,8.395800017751753,200,1,False
read,key3,16.080199973657727,404,,False
read,key18,15.130899962969124,404,,False
read,key1,14.06650000717491,200,2,False
read,key1,6.189099978655577,200,2,False
read,key9,14.072099991608411,200,1,False
read,key16,15.993300010450184,404,,False
read,key6,15.083100006449968,200,1,False
write,key11,1229.7101999865845,201,2,False
read,key0,14.598600042518228,200,2,False
read,key1,14.809700020123273,200,2,False
read,key6,13.91079998575151,200,1,False
read,key13,13.892900024075061,200,1,False
