Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/events,5195,0,420.0,947.0017945909133,7.123399991542101,28355.834599991795,70.0,87.4407720888391,0.0,420,720,1000,1200,2200,3700,6500,7900,19000,28000,28000
,Aggregated,5195,0,420.0,947.0017945909133,7.123399991542101,28355.834599991795,70.0,87.4407720888391,0.0,420,720,1000,1200,2200,3700,6500,7900,19000,28000,28000
