Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/events,11977,0,330.0,342.0974972196582,27.067000046372414,986.3728000200354,70.0,204.16311392413974,0.0,330,390,430,460,530,610,690,750,920,950,990
,Aggregated,11977,0,330.0,342.0974972196582,27.067000046372414,986.3728000200354,70.0,204.16311392413974,0.0,330,390,430,460,530,610,690,750,920,950,990
