Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/events,15577,0,41,48.94760813322936,22.54430000903085,358.5708999889903,70.0,264.8304824842327,0.0,41,47,52,56,73,96,130,150,250,350,360
,Aggregated,15577,0,41,48.94760813322936,22.54430000903085,358.5708999889903,70.0,264.8304824842327,0.0,41,47,52,56,73,96,130,150,250,350,360
